ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-45881,Source2,3,2016-07-01 10:39:07,2016-07-01 11:24:07,34.037239,-118.309074,,,0.0,#2 lane blocked due to accident on I-10 Eastbound at Exit 10 Western Ave.,I-10 W,Los Angeles,Los Angeles,CA,90018,US,US/Pacific,KCQT,2016-07-01 10:47:00,79.0,,58.0,29.91,10.0,Variable,3.5,,Clear,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-45882,Source2,3,2016-07-01 10:42:58,2016-07-01 11:27:58,34.037239,-118.309074,,,0.0,Accident on I-10 Eastbound at Exit 10 Western Ave.,I-10 W,Los Angeles,Los Angeles,CA,90018,US,US/Pacific,KCQT,2016-07-01 10:47:00,79.0,,58.0,29.91,10.0,Variable,3.5,,Clear,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-45890,Source2,3,2016-07-01 11:04:55,2016-07-01 12:04:55,34.073818,-118.219276,,,0.0,#1 lane blocked and right hand shoulder blocked due to accident on I-5 Northbound at Exit 137B Avenue 21.,I-5 N,Los Angeles,Los Angeles,CA,90031,US,US/Pacific,KCQT,2016-07-01 10:47:00,79.0,,58.0,29.91,10.0,Variable,3.5,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-45896,Source2,3,2016-07-01 11:24:35,2016-07-01 11:54:35,34.018471000000005,-118.279556,,,0.0,Lane blocked due to accident on I-110 Northbound at Exit 20B Exposition Blvd.,Exposition Blvd,Los Angeles,Los Angeles,CA,90007-4364,US,US/Pacific,KCQT,2016-07-01 11:47:00,78.1,,60.0,29.91,10.0,Variable,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-45898,Source2,3,2016-07-01 11:39:33,2016-07-01 12:24:33,33.987499,-118.13755,,,0.0,Right hand shoulder blocked due to accident on I-5 Northbound at Exit 128A Bandini Blvd.,Garfield Ave,Los Angeles,Los Angeles,CA,90040,US,US/Pacific,KCQT,2016-07-01 11:47:00,78.1,,60.0,29.91,10.0,Variable,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-45901,Source2,3,2016-07-01 12:22:44,2016-07-01 13:07:44,34.028622,-118.230026,,,0.0,Accident on I-10 Westbound at Exits 16A 16B CA-60.,S Santa Fe Ave,Los Angeles,Los Angeles,CA,90021-1744,US,US/Pacific,KCQT,2016-07-01 12:47:00,78.1,,60.0,29.91,10.0,Variable,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-45905,Source2,3,2016-07-01 12:32:28,2016-07-01 13:17:28,33.997566,-118.176826,,,0.0,Two lanes blocked due to accident on I-710 Northbound at Exits 17A 17B Atlantic Blvd.,S Atlantic Blvd,Los Angeles,Los Angeles,CA,90058,US,US/Pacific,KCQT,2016-07-01 12:47:00,78.1,,60.0,29.91,10.0,Variable,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-45913,Source2,3,2016-07-01 13:34:23,2016-07-01 14:34:23,34.029942,-118.442215,,,0.0,Lane blocked due to accident on I-10 Eastbound near Exits 3A 3B I-405.,Santa Monica Fwy E,Los Angeles,Los Angeles,CA,90064,US,US/Pacific,KSMO,2016-07-01 13:26:00,73.0,,68.0,29.93,10.0,SW,9.2,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-45914,Source2,3,2016-07-01 13:56:34,2016-07-01 14:56:34,34.031776,-118.429665,,,0.0,Two lanes blocked due to accident on I-10 Westbound near Exits 3A 3B I-405.,I-10 W,Los Angeles,Los Angeles,CA,90064,US,US/Pacific,KSMO,2016-07-01 13:51:00,73.9,,66.0,29.92,10.0,SW,11.5,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-45917,Source2,2,2016-07-01 13:53:24,2016-07-01 14:53:24,34.093781,-118.309196,,,0.0,Accident on US-101 Southbound near Exit 7 Western Ave. On the median.,N Western Ave,Los Angeles,Los Angeles,CA,90029-1060,US,US/Pacific,KCQT,2016-07-01 13:47:00,75.9,,62.0,29.9,10.0,Calm,,,Clear,False,False,True,False,False,False,False,False,True,True,False,False,False,Day,Day,Day,Day
A-45931,Source2,2,2016-07-01 14:25:15,2016-07-01 15:25:15,33.948260999999995,-118.232903,,,0.0,Accident on Juniper St near 97th St.,Juniper St,Los Angeles,Los Angeles,CA,90002-2634,US,US/Pacific,KHHR,2016-07-01 14:53:00,73.9,,64.0,29.91,10.0,WSW,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-45940,Source2,2,2016-07-02 10:20:29,2016-07-02 11:50:29,34.05608,-118.255875,,,0.0,Accident on CA-110 Westbound at Exit 23C-A Beaudry Ave.,CA-110 N,Los Angeles,Los Angeles,CA,90012,US,US/Pacific,KCQT,2016-07-02 10:14:00,70.0,,68.0,30.0,10.0,Calm,,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-45941,Source2,3,2016-07-02 07:49:01,2016-07-02 12:28:28,34.010239,-118.160057,,,0.0,Right hand shoulder blocked due to accident on I-5 Southbound at Exit 130A Telegraph Rd.,Santa Ana Fwy S,Los Angeles,Los Angeles,CA,90022,US,US/Pacific,KCQT,2016-07-02 07:47:00,66.0,,75.0,29.98,10.0,Calm,,,Overcast,False,False,False,False,False,False,True,False,False,False,False,False,False,Day,Day,Day,Day
A-45955,Source2,3,2016-07-02 12:11:50,2016-07-02 13:41:50,34.0872,-118.234116,,,0.0,Accident on I-5 Northbound at Exit 137B CA-110.,I-5 N,Los Angeles,Los Angeles,CA,90031,US,US/Pacific,KCQT,2016-07-02 11:47:00,78.1,,52.0,29.98,10.0,West,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-45960,Source2,3,2016-07-02 12:55:45,2016-07-02 14:25:45,34.027458,-118.27449,,,0.0,Accident on I-110 Northbound at Exit 20C Adams Blvd.,Harbor Fwy N,Los Angeles,Los Angeles,CA,90007,US,US/Pacific,KCQT,2016-07-02 12:47:00,80.1,,50.0,29.97,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-45961,Source2,3,2016-07-02 12:57:13,2016-07-02 14:27:13,33.995148,-118.144722,,,0.0,Accident on I-5 Northbound at Exit 128B Washington Blvd.,E Washington Blvd,Los Angeles,Los Angeles,CA,90040,US,US/Pacific,KCQT,2016-07-02 12:47:00,80.1,,50.0,29.97,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-45971,Source2,3,2016-07-02 13:35:17,2016-07-02 15:05:17,34.003772999999995,-118.281029,,,0.0,Accident on I-110 Westbound at Exits 19 19B Flower St.,Harbor Fwy N,Los Angeles,Los Angeles,CA,90037,US,US/Pacific,KCQT,2016-07-02 13:47:00,78.1,,52.0,29.97,10.0,Variable,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-45972,Source2,2,2016-07-02 13:34:42,2016-07-02 15:04:42,34.017323,-118.15936299999998,,,0.0,Accident on Woods Ave at Carolina Pl.,Carolina Pl,Los Angeles,Los Angeles,CA,90022-3956,US,US/Pacific,KCQT,2016-07-02 13:47:00,78.1,,52.0,29.97,10.0,Variable,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-45978,Source2,3,2016-07-02 14:40:30,2016-07-02 16:10:30,34.028313,-118.449326,,,0.0,Accident on I-10 Westbound at Exits 2B 2C Bundy Dr.,I-10 W,Los Angeles,Los Angeles,CA,90064,US,US/Pacific,KSMO,2016-07-02 14:51:00,72.0,,61.0,30.0,10.0,SW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-45979,Source2,3,2016-07-02 14:26:21,2016-07-02 15:56:21,33.970535,-118.375214,,,0.0,Accident on I-405 Northbound at Exits 48 49A La Tijera Blvd.,I-405 N,Los Angeles,Los Angeles,CA,90045,US,US/Pacific,KLAX,2016-07-02 14:53:00,73.0,,57.0,29.99,10.0,WSW,12.7,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-45980,Source2,3,2016-07-02 14:12:47,2016-07-02 15:42:47,34.034931,-118.368523,,,0.0,Accident on I-10 Westbound at Exits 7A 7B Washington Blvd.,I-10 E,Los Angeles,Los Angeles,CA,90016,US,US/Pacific,KSMO,2016-07-02 13:51:00,72.0,,61.0,30.0,10.0,SSW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-45981,Source2,2,2016-07-02 14:08:46,2016-07-02 15:38:46,34.04797,-118.266563,,,0.0,Accident on CA-110 Southbound at Exit 22B James M Wood Blvd.,CA-110 S,Los Angeles,Los Angeles,CA,90017,US,US/Pacific,KCQT,2016-07-02 13:47:00,78.1,,52.0,29.97,10.0,Variable,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-45982,Source2,2,2016-07-02 14:29:32,2016-07-02 15:59:32,33.953251,-118.230095,,,0.0,Accident on Alameda St at 92nd St.,E 92nd St,Los Angeles,Los Angeles,CA,90002-2603,US,US/Pacific,KHHR,2016-07-02 14:53:00,73.0,,55.0,29.99,10.0,WSW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-46012,Source2,2,2016-07-03 00:33:32,2016-07-03 01:03:32,34.05323,-118.235588,,,0.0,Accident on Commercial St Eastbound at Hewitt St.,N Hewitt St,Los Angeles,Los Angeles,CA,90012-3452,US,US/Pacific,KCQT,2016-07-03 00:47:00,64.0,,84.0,30.02,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Night
A-46013,Source2,3,2016-07-03 00:54:36,2016-07-03 01:40:20,34.037037,-118.377533,,,0.0,Accident on I-10 Eastbound at Exit 7A La Cienega Blvd. Expect delays.,S La Cienega Blvd,Los Angeles,Los Angeles,CA,90034,US,US/Pacific,KSMO,2016-07-03 00:51:00,64.9,,81.0,30.03,10.0,Calm,,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-46021,Source2,3,2016-07-03 02:00:11,2016-07-03 02:49:32,34.099304,-118.247307,,,0.0,Accident on I-5 Northbound at Exits 138 139 139A 139B CA-2.,I-5 N,Los Angeles,Los Angeles,CA,90039,US,US/Pacific,KCQT,2016-07-03 01:47:00,64.0,,84.0,30.02,10.0,Calm,,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-46026,Source2,3,2016-07-03 05:42:36,2016-07-03 06:12:36,33.973747,-118.381569,,,0.0,Accident on I-405 Southbound at Exits 48 49A La Tijera Blvd.,San Diego Fwy S,Los Angeles,Los Angeles,CA,90045,US,US/Pacific,KLAX,2016-07-03 05:53:00,64.9,,78.0,30.02,10.0,Calm,,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-46027,Source2,2,2016-07-03 05:45:00,2016-07-03 06:15:00,33.996975,-118.357841,,,0.0,Accident on La Brea Ave at Stocker St.,Stocker St,Los Angeles,Los Angeles,CA,90008,US,US/Pacific,KHHR,2016-07-03 05:53:00,66.0,,73.0,30.02,10.0,ESE,3.5,,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-46028,Source2,3,2016-07-03 05:46:14,2016-07-03 06:16:14,34.036053,-118.27446,,,0.0,Accident on I-110 Northbound at Exit 21 I-10.,CA-110 S,Los Angeles,Los Angeles,CA,90015,US,US/Pacific,KCQT,2016-07-03 05:47:00,64.0,,78.0,30.01,9.0,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-46029,Source2,2,2016-07-03 05:44:34,2016-07-03 06:14:34,34.111328,-118.18396,,,0.0,Accident on CA-110 Southbound at Exit 30A Marmion Way.,CA-110 N,Los Angeles,Los Angeles,CA,90042,US,US/Pacific,KCQT,2016-07-03 05:47:00,64.0,,78.0,30.01,9.0,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-46031,Source2,3,2016-07-03 06:48:49,2016-07-03 07:18:49,34.056049,-118.183029,,,0.0,Accident on I-10 Eastbound at Exit 20A City Terrace Dr.,N Herbert Ave,Los Angeles,Los Angeles,CA,90063,US,US/Pacific,KCQT,2016-07-03 06:47:00,64.9,,75.0,30.02,8.0,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-46032,Source2,2,2016-07-03 07:23:00,2016-07-03 09:01:10,33.977348,-118.371689,,,0.0,Accident on Centinela Ave at La Tijera Blvd.,W Centinela Ave,Los Angeles,Los Angeles,CA,90045-2067,US,US/Pacific,KLAX,2016-07-03 07:53:00,66.0,,75.0,30.04,9.0,Variable,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-46034,Source2,2,2016-07-03 07:24:27,2016-07-03 09:08:38,34.002956,-118.333069,,,0.0,Accident on Victoria Ave at Vernon Ave.,W Vernon Ave,Los Angeles,Los Angeles,CA,90008-5257,US,US/Pacific,KHHR,2016-07-03 07:53:00,66.0,,70.0,30.05,10.0,ESE,5.8,,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-46036,Source2,3,2016-07-03 07:28:10,2016-07-03 09:08:32,34.090775,-118.30658,,,0.0,Accident on US-101 Northbound at Exit 7 CA-2 Santa Monica Blvd. Expect congestion.,Santa Monica Blvd,Los Angeles,Los Angeles,CA,90029-1105,US,US/Pacific,KCQT,2016-07-03 07:47:00,66.0,,73.0,30.04,8.0,West,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-46037,Source2,2,2016-07-03 08:19:35,2016-07-03 09:05:04,34.088192,-118.30468,,,0.0,Accident on US-101 Northbound at Exit 7 CA-2 Santa Monica Blvd.,US-101 N,Los Angeles,Los Angeles,CA,90029,US,US/Pacific,KCQT,2016-07-03 08:47:00,70.0,,65.0,30.04,10.0,Calm,,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-46045,Source2,2,2016-07-03 09:39:48,2016-07-03 11:09:48,34.043556,-118.31771100000002,,,0.0,Accident on Arlington Ave at Venice Blvd.,Arlington Ave,Los Angeles,Los Angeles,CA,90019-4552,US,US/Pacific,KCQT,2016-07-03 09:47:00,72.0,,61.0,30.05,10.0,Calm,,,Clear,False,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-46046,Source2,2,2016-07-03 10:43:28,2016-07-03 12:13:28,33.927048,-118.232811,,,0.0,Accident on 117th St at Croesus Ave.,E 117th St,Los Angeles,Los Angeles,CA,90059-2605,US,US/Pacific,KHHR,2016-07-03 10:53:00,70.0,,65.0,30.07,10.0,WSW,10.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-46047,Source2,3,2016-07-03 10:58:02,2016-07-03 12:28:02,34.036629,-118.270119,,,0.0,Accident on I-10 Westbound at Exit 13 17th St.,I-10 W,Los Angeles,Los Angeles,CA,90015,US,US/Pacific,KCQT,2016-07-03 10:47:00,75.9,,56.0,30.05,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-46057,Source2,3,2016-07-03 13:26:15,2016-07-03 14:56:15,34.035389,-118.268623,,,0.0,Accident on I-10 Eastbound at Exit 13 17th St.,I-10 E,Los Angeles,Los Angeles,CA,90015,US,US/Pacific,KCQT,2016-07-03 13:47:00,73.9,,59.0,30.04,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-46070,Source2,2,2016-07-03 14:18:27,2016-07-03 15:48:27,33.950081,-118.280396,,,0.0,Accident on 95th St at Flower St.,S Flower St,Los Angeles,Los Angeles,CA,90003-3936,US,US/Pacific,KHHR,2016-07-03 13:53:00,72.0,,59.0,30.06,10.0,WSW,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-46071,Source2,2,2016-07-03 14:37:33,2016-07-03 16:07:33,33.970711,-118.256401,,,0.0,Accident on Central Ave at 76th Pl.,S Central Ave,Los Angeles,Los Angeles,CA,90001-2951,US,US/Pacific,KCQT,2016-07-03 14:47:00,73.0,,61.0,30.03,10.0,Variable,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-46072,Source2,2,2016-07-03 14:25:08,2016-07-03 15:55:08,34.050564,-118.214096,,,0.0,Accident on San Bernardino Fwy Westbound at Exit 19 I-10.,Golden State Fwy S,Los Angeles,Los Angeles,CA,90033,US,US/Pacific,KCQT,2016-07-03 14:47:00,73.0,,61.0,30.03,10.0,Variable,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-46078,Source2,2,2016-07-03 14:44:13,2016-07-03 16:14:13,34.155045,-118.310867,,,0.0,Accident on CA-134 Eastbound at Exit 4 Forest Lawn Dr.,Forest Lawn Dr,Los Angeles,Los Angeles,CA,90027,US,US/Pacific,KCQT,2016-07-03 14:47:00,73.0,,61.0,30.03,10.0,Variable,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-46082,Source2,2,2016-07-03 14:59:02,2016-07-03 16:29:02,34.113575,-118.179085,,,0.0,Accident on York Blvd Westbound near San Pascual Ave.,San Pascual Ave,Los Angeles,Los Angeles,CA,90042-3744,US,US/Pacific,KCQT,2016-07-03 14:47:00,73.0,,61.0,30.03,10.0,Variable,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-46086,Source2,3,2016-07-03 19:37:09,2016-07-03 20:07:09,34.15041,-118.280701,,,0.0,Accident on CA-134 Southbound at Exit 5B I-5.,Golden State Fwy S,Los Angeles,Los Angeles,CA,90027,US,US/Pacific,KCQT,2016-07-03 19:47:00,66.9,,70.0,30.0,10.0,West,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-46095,Source2,2,2016-07-04 00:49:21,2016-07-04 01:19:21,34.062588,-118.248718,,,0.0,Accident on US-101 Southbound at Exits 3 3A 3B CA-110. Expect delays.,CA-110 N,Los Angeles,Los Angeles,CA,90012,US,US/Pacific,KCQT,2016-07-04 00:47:00,64.0,,80.0,30.03,10.0,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-46100,Source2,3,2016-07-04 01:50:58,2016-07-04 02:50:58,33.975517,-118.385193,,,0.0,Lane blocked due to accident on I-405 Southbound at Exits 49 49B Sepulveda Blvd.,San Diego Fwy S,Los Angeles,Los Angeles,CA,90045,US,US/Pacific,KLAX,2016-07-04 01:53:00,64.9,,75.0,30.04,10.0,West,5.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-46101,Source2,3,2016-07-04 02:00:02,2016-07-04 03:00:02,33.92889,-118.291588,,,0.0,Lane blocked due to accident on I-105 Eastbound at Exit 7A Vermont Ave.,I-105 W,Los Angeles,Los Angeles,CA,90044,US,US/Pacific,KHHR,2016-07-04 01:53:00,64.9,,75.0,30.04,10.0,WSW,5.8,,Overcast,False,False,False,False,False,False,True,False,True,False,False,False,False,Night,Night,Night,Night
A-46102,Source2,3,2016-07-04 01:35:42,2016-07-04 02:35:42,33.916428,-118.285736,,,0.0,Lane blocked due to accident on I-110 Southbound at Exit 13 El Segundo Blvd.,Harbor Fwy N,Los Angeles,Los Angeles,CA,90044,US,US/Pacific,KHHR,2016-07-04 01:53:00,64.9,,75.0,30.04,10.0,WSW,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-46103,Source2,3,2016-07-04 01:33:08,2016-07-04 02:33:08,34.038456,-118.27401,,,0.0,Lane blocked due to accident on I-110 Northbound at Exit 21 I-10.,CA-110 S,Los Angeles,Los Angeles,CA,90015,US,US/Pacific,KCQT,2016-07-04 01:47:00,64.0,,80.0,30.03,10.0,Variable,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-46104,Source2,3,2016-07-04 01:40:45,2016-07-04 02:40:45,34.085339000000005,-118.23153700000002,,,0.0,Lane blocked due to accident on I-5 Southbound at Exit 137B CA-110.,Golden State Fwy S,Los Angeles,Los Angeles,CA,90031,US,US/Pacific,KCQT,2016-07-04 01:47:00,64.0,,80.0,30.03,10.0,Variable,3.5,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-46105,Source2,2,2016-07-04 02:05:05,2016-07-04 03:05:05,34.093231,-118.206215,,,0.0,Lane blocked on exit ramp due to accident on CA-110 Southbound at Exit 27 Avenue 43.,E Avenue 43,Los Angeles,Los Angeles,CA,90031,US,US/Pacific,KCQT,2016-07-04 01:47:00,64.0,,80.0,30.03,10.0,Variable,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-46110,Source2,3,2016-07-04 03:22:22,2016-07-04 04:22:22,34.037037,-118.377533,,,0.0,Left lane blocked due to accident on I-10 Westbound at Exit 7A La Cienega Blvd.,S La Cienega Blvd,Los Angeles,Los Angeles,CA,90034,US,US/Pacific,KSMO,2016-07-04 03:51:00,64.9,,75.0,30.02,10.0,Variable,3.5,,Overcast,False,False,False,False,True,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-46113,Source2,3,2016-07-04 03:25:42,2016-07-04 04:25:42,34.010239,-118.160057,,,0.0,Slow lane blocked due to accident on I-5 Southbound at Exit 130A Telegraph Rd.,Santa Ana Fwy S,Los Angeles,Los Angeles,CA,90022,US,US/Pacific,KCQT,2016-07-04 03:47:00,64.0,,80.0,30.01,10.0,Calm,,,Overcast,False,False,False,False,False,False,True,False,False,False,False,False,False,Night,Night,Night,Night
A-46115,Source2,3,2016-07-04 03:34:34,2016-07-04 04:34:34,34.01593,-118.173027,,,0.0,Slow lane blocked due to accident on I-5 Southbound at Exits 130B 130C I-710.,Long Beach Fwy S,Los Angeles,Los Angeles,CA,90040,US,US/Pacific,KCQT,2016-07-04 03:47:00,64.0,,80.0,30.01,10.0,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-46118,Source2,3,2016-07-04 05:23:40,2016-07-04 05:53:40,34.020306,-118.192268,,,0.0,Accident on I-5 Northbound at Indiana St / Dennison St.,S Indiana St,Los Angeles,Los Angeles,CA,90023-2344,US,US/Pacific,KCQT,2016-07-04 05:47:00,64.0,,80.0,30.02,10.0,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-46123,Source2,3,2016-07-04 05:44:13,2016-07-04 06:14:13,33.982372,-118.280556,,,0.0,Accident on I-110 Southbound at Gage Ave.,Harbor Fwy N,Los Angeles,Los Angeles,CA,90003,US,US/Pacific,KHHR,2016-07-04 05:53:00,64.9,,75.0,30.03,10.0,SSW,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-46130,Source2,2,2016-07-04 06:10:04,2016-07-04 06:40:04,34.046745,-118.2686,,,0.0,Accident on CA-110 Southbound at Olympic Blvd.,W Olympic Blvd,Los Angeles,Los Angeles,CA,90015-1332,US,US/Pacific,KCQT,2016-07-04 05:47:00,64.0,,80.0,30.02,10.0,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-46134,Source2,2,2016-07-04 06:51:04,2016-07-04 07:21:04,34.062588,-118.248718,,,0.0,Lane blocked due to accident on CA-110 Southbound at US-101 Exits 3 3A 3B.,CA-110 N,Los Angeles,Los Angeles,CA,90012,US,US/Pacific,KCQT,2016-07-04 06:47:00,64.9,,78.0,30.03,10.0,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-46141,Source2,2,2016-07-04 07:40:07,2016-07-04 08:55:07,34.029224,-118.21479,,,0.0,Accident on CA-60 Westbound at US-101 Exit 133.,US-101 S,Los Angeles,Los Angeles,CA,90023,US,US/Pacific,KCQT,2016-07-04 07:47:00,66.0,,75.0,30.04,10.0,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-46152,Source2,2,2016-07-04 10:09:29,2016-07-04 10:39:29,34.05304,-118.228096,,,0.0,Accident on US-101 both ways at Mission Rd.,US-101 N,Los Angeles,Los Angeles,CA,90033,US,US/Pacific,KCQT,2016-07-04 09:47:00,68.0,,73.0,30.05,10.0,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-46153,Source2,2,2016-07-04 10:19:26,2016-07-04 10:49:26,34.054077,-118.237862,,,0.0,Accident on US-101 Southbound at Alameda St.,N Alameda St,Los Angeles,Los Angeles,CA,90012,US,US/Pacific,KCQT,2016-07-04 10:47:00,70.0,,68.0,30.04,10.0,Variable,4.6,,Overcast,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-46154,Source2,3,2016-07-04 10:52:09,2016-07-04 11:22:09,34.034149,-118.350067,,,0.0,Accident on I-10 Westbound at La Brea Ave.,S La Brea Ave,Los Angeles,Los Angeles,CA,90016,US,US/Pacific,KSMO,2016-07-04 10:51:00,66.9,,76.0,30.06,10.0,WSW,9.2,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-46160,Source2,2,2016-07-04 12:02:40,2016-07-04 12:32:40,34.028839000000005,-118.151512,,,0.0,Accident on Repetto Ave both ways at Oakford Dr.,Repetto Ave,Los Angeles,Los Angeles,CA,90022-2636,US,US/Pacific,KCQT,2016-07-04 12:14:00,72.0,,64.0,30.04,10.0,West,9.2,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-46172,Source2,2,2016-07-04 13:19:28,2016-07-04 14:19:28,33.952884999999995,-118.269516,,,0.0,Serious accident and rolled over vehicle on 92nd St near San Pedro St.,E 92nd St,Los Angeles,Los Angeles,CA,90003-3823,US,US/Pacific,KHHR,2016-07-04 12:53:00,70.0,,65.0,30.05,10.0,WNW,8.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
